Source.Name,Game Completed Date,Team,Outcome,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Rank Change,Region/Game Code,,,,
User8,11/26/2020 at 1:12:02 pm EST,Imposter,Loss,1,10m 06s,Yes,N/A,--,Europe / QKUZDF,,,,
User8,11/26/2020 at 12:59:34 pm EST,Imposter,Win,1,03m 50s,No,N/A,N/A,Europe / QKUZDF,,,,
User8,11/26/2020 at 12:46:42 pm EST,Imposter,Loss,1,06m 46s,No,N/A,--,Europe / QKUZDF,,,,
User8,11/25/2020 at 2:09:55 am EST,Imposter,Win,2,14m 12s,No,N/A,+++,Europe / MRISXQ,,,,
User8,11/25/2020 at 1:26:51 am EST,Imposter,Win,2,16m 41s,No,N/A,+++,Europe / LGXHBF,,,,
User8,11/25/2020 at 12:18:37 am EST,Imposter,Win,2,04m 09s,No,N/A,N/A,Europe / LGXHBF,,,,
User9,12/12/2020 at 9:35:20 pm EST,Imposter,Loss,3,20m 04s,No,N/A,-,Europe / PBLKRQ,,,,
User9,12/12/2020 at 8:39:38 pm EST,Imposter,Loss,4,22m 08s,No,N/A,-,Europe / PBLKRQ,,,,
User9,12/12/2020 at 7:17:27 pm EST,Imposter,Win,1,12m 18s,No,N/A,+++,Europe / PBLKRQ,,,,
User9,12/12/2020 at 7:03:28 pm EST,Imposter,Win,2,09m 49s,No,N/A,+++,Europe / PBLKRQ,,,,
User9,12/12/2020 at 6:51:49 pm EST,Imposter,Loss,3,15m 05s,No,N/A,-,Europe / PBLKRQ,,,,
User9,12/12/2020 at 6:33:18 pm EST,Imposter,Win,3,11m 08s,No,N/A,+++,Europe / PBLKRQ,,,,
User9,12/11/2020 at 3:30:33 pm EST,Imposter,Loss,1,12m 20s,Yes,N/A,--,Europe / BFRJCF,,,,
User9,12/08/2020 at 2:27:39 pm EST,Imposter,Loss,2,15m 19s,No,N/A,-,Europe / HKTMKF,,,,
User9,12/08/2020 at 2:11:05 pm EST,Imposter,Win,1,07m 38s,No,N/A,+++,Europe / HKTMKF,,,,
User9,12/07/2020 at 4:14:39 pm EST,Imposter,Win,2,10m 08s,No,N/A,+++,NA / BRUYNF,,,,
User9,12/06/2020 at 8:26:19 pm EST,Imposter,Loss,5,10m 59s,No,N/A,-,Europe / DSYWJF,,,,
User9,12/06/2020 at 5:42:27 pm EST,Imposter,Loss,1,04m 14s,Yes,N/A,N/A,Europe / DSYWJF,,,,
User9,12/03/2020 at 11:59:29 am EST,Imposter,Win,2,11m 35s,No,N/A,+++,Europe / GFTTKF,,,,
User9,12/03/2020 at 11:47:00 am EST,Imposter,Win,2,09m 08s,No,N/A,+++,Europe / GFTTKF,,,,
User9,12/02/2020 at 3:05:42 pm EST,Imposter,Win,4,17m 41s,No,N/A,+++,NA / ZLWXDF,,,,
User9,12/02/2020 at 2:46:41 pm EST,Imposter,Win,4,14m 01s,No,N/A,+++,NA / ZLWXDF,,,,
User9,11/29/2020 at 10:17:27 pm EST,Imposter,Loss,2,12m 35s,No,N/A,-,NA / MSVQUF,,,,
User9,11/29/2020 at 2:42:36 pm EST,Imposter,Win,1,12m 44s,No,N/A,+++,Europe / NZXBDF,,,,
User9,11/29/2020 at 12:41:24 pm EST,Imposter,Win,2,12m 31s,No,N/A,+++,Europe / ODVUBF,,,,
User9,11/28/2020 at 4:30:47 pm EST,Imposter,Win,2,05m 15s,No,N/A,+++,Europe / DJCWJF,,,,
User9,11/28/2020 at 12:57:06 pm EST,Imposter,Loss,2,11m 02s,No,N/A,-,Europe / DJCWJF,,,,
